Original_Index,Split_Set,Weekly_Sales
1239,Validation,613115.21
1240,Train,630327.28
1241,Validation,705557.97
1242,Test,905324.68
1243,Validation,549788.36
1244,Test,519585.67
1245,Validation,474964.6
1246,Validation,480130.04
1247,Validation,482451.21
1248,Validation,549967.89
1249,Train,609736.12
1250,Train,658965.05
1251,Validation,563578.79
1252,Validation,619498.28
1253,Test,574955.95
1254,Validation,550373.57
1255,Validation,550791.32
1256,Validation,574985.37
1257,Train,677885.99
1258,Validation,578539.86
1259,Validation,542819.03
1260,Validation,550414.99
1261,Test,586289.08
1262,Validation,592572.3
1263,Test,571463.93
1264,Validation,547226.0
1265,Validation,583648.59
1266,Train,582525.42
1267,Validation,564606.1
1268,Test,562173.12
1269,Validation,544770.7
1270,Train,578790.36
1271,Validation,536537.64
1272,Test,513991.57
1273,Validation,495951.0
1274,Validation,533887.54
1275,Validation,538713.47
1276,Train,535153.47
1277,Validation,572887.78
1278,Train,576879.15
1279,Train,565812.29
1280,Validation,523427.35
1281,Train,533756.88
1282,Validation,516361.06
1283,Validation,606755.3
1284,Validation,558464.8
1285,Train,542009.46
1286,Validation,549731.49
1287,Train,2193048.75
1288,Validation,2176028.52
1289,Validation,2113432.58
1290,Validation,2006774.96
1291,Validation,1987090.09
1292,Validation,1941346.13
1293,Validation,1946875.06
1294,Train,1893532.46
1295,Validation,2138651.97
1296,Validation,2041069.37
1297,Test,1826241.44
1298,Train,1829521.83
1299,Validation,1790694.59
1300,Validation,1921432.16
1301,Validation,1808056.41
1302,Validation,1847613.58
1303,Validation,1904618.17
1304,Validation,1931406.28
1305,Test,1827521.71
1306,Validation,1837636.24
1307,Validation,1768172.31
1308,Validation,1845893.87
1309,Validation,1769793.37
1310,Test,1828052.47
1311,Validation,1831676.03
1312,Validation,1832664.03
1313,Train,1949236.09
1314,Validation,1962996.7
1315,Test,1983190.56
1316,Validation,1727565.42
1317,Train,1766331.45
1318,Validation,1720530.23
1319,Train,1716755.78
1320,Validation,1655036.75
1321,Test,1645892.97
1322,Validation,1772192.42
1323,Test,1703850.25
1324,Validation,1740234.06
1325,Validation,1741308.56
1326,Train,1832211.96
1327,Validation,1895901.59
1328,Test,1949177.13
1329,Validation,2939946.38
1330,Test,2251206.64
1331,Validation,2411790.21
1332,Train,2811646.85
1333,Train,3749057.69
1334,Validation,1707298.14
1335,Validation,1714309.9
1336,Train,1710803.59
1337,Validation,1677556.18
1338,Validation,1715769.05
1339,Test,1968045.91
1340,Test,2115408.31
1341,Validation,2106934.55
1342,Train,1967996.71
1343,Validation,1958003.19
1344,Validation,1933469.15
1345,Test,1884734.31
1346,Validation,1815798.85
1347,Validation,1827733.18
1348,Validation,1870720.73
1349,Validation,1781767.22
1350,Validation,2004831.14
1351,Validation,1873646.34
1352,Test,1841369.99
1353,Validation,1712995.44
1354,Test,1720908.01
1355,Train,1743000.38
1356,Validation,1792210.89
1357,Test,1740063.1
1358,Train,1817934.76
1359,Validation,1711813.13
1360,Test,1751369.75
1361,Validation,1699708.38
1362,Validation,1775068.4
1363,Validation,1774342.61
1364,Validation,1745841.33
1365,Validation,1886299.98
1366,Validation,1917397.63
1367,Train,1954849.68
1368,Train,1728399.07
1369,Validation,1758587.35
1370,Test,1670579.82
1371,Test,1650894.3
1372,Train,1685910.53
1373,Train,1627707.31
1374,Test,1788227.6
1375,Test,1704753.02
1376,Validation,1745928.56
1377,Validation,1771792.97
1378,Train,1904438.59
1379,Validation,2076570.84
1380,Train,1869087.85
1381,Validation,2950198.64
1382,Train,2068097.18
1383,Test,2429310.9
1384,Train,2555031.18
1385,Test,3487986.89
1386,Validation,1930690.37
1387,Train,1683401.78
1388,Validation,1711562.73
1389,Validation,1675562.94
1390,Validation,1632406.0
1391,Validation,1867403.01
1392,Validation,2218595.8
1393,Test,2168709.76
1394,Validation,2039415.74
1395,Validation,1990371.02
1396,Validation,1917483.1
1397,Test,1930814.66
1398,Validation,1837457.69
1399,Validation,1815760.42
1400,Test,2163384.17
1401,Validation,1974687.51
1402,Train,1777166.53
1403,Validation,1712987.56
1404,Validation,1821364.42
1405,Test,1792345.3
1406,Test,1795152.73
1407,Test,1830939.1
1408,Validation,1767471.48
1409,Validation,1840491.41
1410,Test,1811562.88
1411,Validation,1755334.18
1412,Test,1707481.9
1413,Train,1805999.79
1414,Test,1765571.91
1415,Validation,1869967.03
1416,Validation,1817603.66
1417,Train,1939440.09
1418,Train,1880436.94
1419,Test,1827797.4
1420,Test,1764984.15
1421,Train,1650285.54
1422,Validation,1708283.28
1423,Validation,1640168.99
1424,Validation,1671857.57
1425,Test,1694862.41
1426,Test,1758971.38
1427,Validation,1713889.11
1428,Train,1734834.82
1429,Validation,1744349.05
1430,Validation,1528008.64
1431,Validation,1574684.08
1432,Validation,1503298.7
1433,Test,1336404.65
1434,Train,1426622.65
1435,Train,1331883.16
1436,Train,1364207.0
1437,Validation,1245624.27
1438,Validation,1446210.26
1439,Train,1470308.32
1440,Validation,1323243.35
1441,Train,1283766.55
1442,Validation,1239766.89
1443,Validation,1312329.78
1444,Validation,1266796.13
1445,Validation,1271646.62
1446,Test,1264272.52
1447,Validation,1396322.19
1448,Validation,1339570.85
1449,Validation,1336522.92
1450,Validation,1262025.08
1451,Validation,1302600.14
1452,Validation,1280156.47
1453,Validation,1290609.54
1454,Test,1244390.03
1455,Train,1250178.89
1456,Validation,1369634.92
1457,Validation,1384339.1
1458,Validation,1430192.37
1459,Train,1311263.07
1460,Validation,1303914.27
1461,Validation,1231428.46
1462,Validation,1215676.31
1463,Validation,1170103.25
1464,Validation,1182490.46
1465,Validation,1293472.8
1466,Train,1175003.67
1467,Validation,1169831.38
1468,Validation,1195036.0
1469,Validation,1332759.13
1470,Validation,1281675.6
1471,Validation,1292346.57
1472,Train,1757242.51
1473,Validation,1380522.64
1474,Validation,1564516.43
1475,Train,1843971.15
1476,Train,2306265.36
1477,Test,1172003.1
1478,Validation,1178905.44
1479,Validation,1194449.78
1480,Test,1187776.19
1481,Validation,1100418.69
1482,Validation,1422546.05
1483,Test,1419236.9
1484,Validation,1554747.15
1485,Test,1323999.36
1486,Validation,1399456.99
1487,Validation,1314557.31
1488,Test,1391813.69
1489,Validation,1229777.24
1490,Validation,1258674.12
1491,Validation,1327401.06
1492,Validation,1312905.8
1493,Train,1388118.53
1494,Validation,1357589.89
1495,Validation,1331453.41
1496,Test,1277959.42
1497,Train,1239466.97
1498,Validation,1216876.52
1499,Validation,1343637.0
1500,Validation,1314626.75
1501,Test,1337506.74
1502,Validation,1254587.84
1503,Validation,1297472.06
1504,Test,1334627.96
1505,Validation,1266546.73
1506,Validation,1290576.44
1507,Test,1212938.67
1508,Validation,1403198.94
1509,Validation,1354188.43
1510,Validation,1484169.74
1511,Validation,1304706.75
1512,Test,1297792.41
1513,Validation,1249439.95
1514,Validation,1270816.01
1515,Validation,1235775.15
1516,Validation,1190515.83
1517,Validation,1346271.06
1518,Validation,1286388.96
1519,Validation,1325107.53
1520,Test,1310684.1
1521,Validation,1458287.38
1522,Train,1366053.69
1523,Train,1315091.63
1524,Train,1848953.48
1525,Validation,1399322.44
1526,Validation,1646655.94
1527,Validation,1783910.06
1528,Validation,2213518.5
1529,Validation,1352084.21
1530,Train,1283885.55
1531,Validation,1264736.59
1532,Validation,1207303.29
1533,Test,1162675.85
1534,Validation,1376732.18
1535,Test,1574287.76
1536,Train,1569607.94
1537,Train,1379473.03
1538,Validation,1438383.44
1539,Validation,1413382.76
1540,Train,1441884.28
1541,Train,1300593.61
1542,Train,1300104.03
1543,Train,1596325.01
1544,Test,1472752.01
1545,Test,1315356.99
1546,Validation,1236238.29
1547,Validation,1370251.22
1548,Validation,1300147.07
1549,Validation,1352442.31
1550,Test,1297335.87
1551,Validation,1361595.33
1552,Train,1414343.53
1553,Validation,1417875.42
1554,Validation,1355680.3
1555,Train,1297028.6
1556,Validation,1461129.94
1557,Test,1320239.51
1558,Test,1344483.81
1559,Test,1272395.02
1560,Train,1399341.07
1561,Validation,1388973.65
1562,Train,1421307.2
1563,Validation,1409515.73
1564,Validation,1372872.35
1565,Validation,1304584.4
1566,Test,1267675.05
1567,Validation,1326132.98
1568,Validation,1227430.73
1569,Test,1422794.26
1570,Train,1311965.09
1571,Validation,1232073.18
1572,Validation,1200729.45
1573,Validation,1100046.37
1574,Validation,1117863.33
1575,Test,1095421.65
1576,Validation,1048617.17
1577,Validation,1077018.27
1578,Test,985594.23
1579,Validation,972088.34
1580,Test,981615.81
1581,Validation,1011822.3
1582,Train,1041238.87
1583,Validation,957997.52
1584,Validation,993833.44
1585,Validation,954220.22
1586,Validation,1043240.27
1587,Train,966054.97
1588,Train,958374.56
1589,Validation,955451.16
1590,Train,1049357.36
1591,Train,1016039.71
1592,Validation,956211.2
1593,Test,958007.69
1594,Validation,951957.31
1595,Validation,943506.28
1596,Validation,916402.76
1597,Validation,912403.67
1598,Validation,913548.25
1599,Validation,967576.95
1600,Test,928264.4
1601,Validation,948447.34
1602,Train,1004516.46
1603,Validation,1075758.55
1604,Validation,903119.03
1605,Train,852882.61
1606,Train,851919.34
1607,Validation,850936.26
1608,Test,918335.68
1609,Validation,862419.84
1610,Train,857883.46
1611,Test,955294.7
1612,Test,929690.71
1613,Validation,942475.24
1614,Validation,894493.7
1615,Test,1601377.41
1616,Test,1069533.17
1617,Validation,1121934.15
1618,Test,1295605.35
1619,Train,1768249.89
1620,Test,891736.91
1621,Train,910110.24
1622,Validation,812011.8
1623,Validation,802105.5
1624,Validation,873119.06
1625,Validation,1046068.17
1626,Validation,1086421.57
1627,Validation,1128485.1
1628,Validation,1046203.72
1629,Validation,1085248.21
1630,Test,997672.62
1631,Validation,1009502.01
1632,Validation,954107.32
1633,Validation,1005463.49
1634,Test,998362.05
1635,Validation,990951.77
1636,Train,1016019.47
1637,Validation,994966.1
1638,Validation,1021154.48
1639,Validation,977033.5
1640,Validation,924134.99
1641,Validation,964332.51
1642,Validation,970328.68
1643,Test,996937.95
1644,Train,986504.93
1645,Validation,997282.75
1646,Validation,961993.34
1647,Train,943717.38
1648,Train,936001.98
1649,Validation,922231.92
1650,Test,890547.07
1651,Validation,988712.52
1652,Train,955913.68
1653,Validation,966817.24
1654,Test,1017593.47
1655,Validation,1052051.45
1656,Validation,922850.57
1657,Validation,889290.23
1658,Validation,871692.74
1659,Validation,866401.45
1660,Validation,951244.66
1661,Validation,927600.01
1662,Test,938604.58
1663,Train,990926.38
1664,Validation,1051944.79
1665,Test,1095091.53
1666,Test,970641.34
1667,Validation,1591920.42
1668,Validation,1071383.1
1669,Test,1189646.45
1670,Test,1293404.18
1671,Validation,1617612.03
1672,Test,1111638.07
1673,Validation,945823.65
1674,Train,865467.86
1675,Validation,855922.64
1676,Train,888203.69
1677,Validation,1058767.95
1678,Train,1199330.85
1679,Validation,1240048.85
1680,Validation,1112034.72
1681,Validation,1147636.96
1682,Validation,1113208.57
1683,Validation,1088498.52
1684,Train,1045419.87
1685,Validation,1025382.22
1686,Validation,1128765.71
1687,Validation,1083811.19
1688,Validation,1006486.96
1689,Validation,1004252.38
1690,Validation,1073433.69
1691,Validation,1041995.22
1692,Validation,1020486.05
1693,Train,991514.21
1694,Test,981345.2
1695,Test,1086231.47
1696,Validation,1019555.51
1697,Validation,981386.25
1698,Validation,943124.74
1699,Test,1014898.78
1700,Train,960312.75
1701,Validation,941550.34
1702,Test,916967.92
1703,Test,958667.23
1704,Validation,984689.9
1705,Validation,1005003.12
1706,Test,1048101.39
1707,Validation,1061943.49
1708,Validation,955146.04
1709,Validation,885892.37
1710,Validation,922735.37
1711,Train,880415.67
1712,Validation,979825.92
1713,Train,934917.47
1714,Validation,960945.43
1715,Train,974697.6
1716,Validation,1967220.53
1717,Validation,2030933.46
1718,Validation,1970274.64
1719,Validation,1817850.32
1720,Test,1939980.43
1721,Test,1840686.94
1722,Validation,1879794.89
1723,Validation,1882095.98
1724,Validation,2142482.14
1725,Train,1898321.33
1726,Validation,1819660.44
1727,Validation,1909330.77
1728,Test,1785823.37
1729,Test,2005478.46
1730,Test,1890273.44
1731,Train,1853657.6
1732,Validation,1877358.86
1733,Validation,2022705.22
1734,Validation,2037880.96
1735,Validation,2003435.31
1736,Validation,1970340.25
1737,Validation,2018314.71
1738,Test,1870843.9
1739,Validation,1932231.05
1740,Test,1907351.2
1741,Test,1817887.23
1742,Train,1969121.45
1743,Test,1877592.55
1744,Validation,1997397.63
1745,Test,1908278.27
1746,Validation,1911852.58
1747,Test,1772143.94
1748,Validation,1790279.74
1749,Validation,1705655.09
1750,Validation,1765584.48
1751,Train,1871924.07
1752,Validation,1851431.06
1753,Validation,1796949.59
1754,Train,1887895.07
1755,Test,1854967.66
1756,Validation,1939964.63
1757,Validation,1925393.91
1758,Validation,2766400.05
1759,Validation,2083379.89
1760,Test,2461468.35
1761,Validation,2771646.81
1762,Validation,3595903.2
1763,Validation,1675292.0
1764,Train,1744544.39
1765,Test,1682316.31
1766,Validation,1770177.37
1767,Validation,1633663.12
1768,Train,1848186.58
1769,Validation,1944438.9
1770,Validation,2003480.59
1771,Validation,1831933.95
1772,Validation,1894960.68
1773,Validation,1852432.58
1774,Train,1852443.78
1775,Train,1807545.43
1776,Validation,1864238.64
1777,Validation,1887465.04
1778,Validation,1950994.04
1779,Validation,2124316.34
1780,Validation,1895583.12
1781,Train,1986380.4
1782,Test,1958823.56
1783,Train,1860923.55
1784,Validation,1866369.93
1785,Validation,1935593.87
1786,Validation,1997816.98
1787,Validation,2086433.49
1788,Train,2009163.08
1789,Validation,2048035.74
1790,Train,2021699.38
1791,Validation,1956813.31
1792,Validation,1987089.36
1793,Validation,1880785.69
1794,Validation,2076231.8
1795,Validation,1970341.38
1796,Validation,2090340.98
1797,Train,2035244.54
1798,Validation,1953628.82
1799,Validation,1872921.31
1800,Validation,1923223.82
1801,Validation,1847430.96
1802,Validation,1835662.69
1803,Train,2067232.56
1804,Train,1929659.07
1805,Train,1973544.27
1806,Validation,1948733.81
1807,Validation,2036317.54
1808,Validation,2111592.09
1809,Train,2016323.51
1810,Validation,2864170.61
1811,Validation,2051315.66
1812,Validation,2462779.06
1813,Validation,2760346.71
1814,Train,3556766.03
1815,Validation,1969056.91
1816,Validation,1865752.78
1817,Test,1794962.64
1818,Validation,1811606.21
1819,Train,1733983.09
1820,Validation,1927780.74
1821,Validation,2069284.57
1822,Validation,2214477.06
1823,Validation,1929768.03
1824,Validation,1969742.76
1825,Test,1986445.65
1826,Validation,2025582.62
1827,Validation,1904421.74
1828,Train,1948982.7
1829,Train,2271614.76
1830,Validation,2057637.86
1831,Train,1955689.12
1832,Validation,1970121.65
1833,Validation,1995994.51
1834,Train,2080764.17
1835,Test,2131900.55
1836,Validation,2043349.41
1837,Validation,2035431.39
1838,Train,2182437.9
1839,Test,2152229.11
1840,Test,2094373.0
1841,Validation,2037663.71
1842,Validation,2184980.35
1843,Validation,2002750.99
1844,Train,2053089.32
1845,Validation,1914430.53
1846,Validation,2044148.23
1847,Validation,2041019.92
1848,Validation,2095769.18
1849,Validation,2059458.25
1850,Train,2073855.42
1851,Validation,2165796.31
1852,Validation,1919917.03
1853,Validation,1938379.66
1854,Validation,1927664.11
1855,Validation,2041918.74
1856,Validation,1999079.44
1857,Validation,2018010.15
1858,Test,2035189.66
1859,Validation,2623469.95
1860,Test,1704218.84
1861,Train,2204556.7
1862,Test,2095591.63
1863,Validation,2237544.75
1864,Test,2156035.06
1865,Validation,2066219.3
1866,Train,2050396.27
1867,Test,2495630.51
1868,Train,2258781.28
1869,Test,2121788.61
1870,Test,2138144.91
1871,Test,2082355.12
1872,Test,2370116.52
1873,Validation,2129771.13
1874,Train,2108187.1
1875,Validation,2227152.16
1876,Test,2363601.47
1877,Validation,2249570.04
1878,Train,2248645.59
1879,Test,2246179.91
1880,Validation,2334788.42
1881,Test,2236209.13
1882,Validation,2130287.27
1883,Test,2044155.39
1884,Validation,2054843.28
1885,Train,2219813.5
1886,Test,2052984.81
1887,Train,2057138.31
1888,Test,2020332.07
1889,Train,2182563.66
1890,Validation,2191767.76
1891,Test,1953539.85
1892,Validation,1879891.13
1893,Test,1855703.66
1894,Test,2091663.2
1895,Train,1932162.63
1896,Validation,1936621.09
1897,Validation,1984768.34
1898,Train,2078417.47
1899,Validation,2092189.06
1900,Validation,1968462.58
1901,Train,2921709.71
1902,Validation,2258489.63
1903,Train,2600519.26
1904,Train,2762861.41
1905,Test,3818686.45
1906,Train,1623716.46
1907,Validation,1864746.1
1908,Validation,1699095.9
1909,Train,1743188.87
1910,Validation,1613718.38
1911,Validation,1995891.87
1912,Train,1980405.03
1913,Validation,2019031.67
1914,Validation,1875708.88
1915,Validation,2041215.61
1916,Test,1931104.67
1917,Train,1932491.42
1918,Validation,1879451.23
1919,Test,1869110.55
1920,Validation,2037798.88
1921,Test,1974960.86
1922,Train,2256461.39
1923,Validation,1930617.64
1924,Validation,2095599.93
1925,Validation,2004330.3
1926,Validation,1959967.8
1927,Validation,2080694.24
1928,Train,2079899.47
1929,Validation,2132446.0
1930,Validation,2082083.34
1931,Validation,2069523.52
1932,Validation,2074668.19
1933,Validation,2063401.06
1934,Train,1953544.76
1935,Validation,1882070.88
1936,Validation,1871021.01
1937,Validation,2066020.69
1938,Validation,1928773.82
1939,Validation,1896873.99
1940,Train,2273470.62
1941,Test,1750891.47
1942,Validation,2202742.9
1943,Validation,1864637.89
1944,Train,1871555.64
1945,Test,1809989.29
1946,Validation,2078796.76
1947,Validation,1890870.75
1948,Validation,2009004.59
1949,Validation,2056846.12
1950,Validation,2174056.71
1951,Test,2081534.65
1952,Validation,1969360.72
1953,Validation,2685351.81
1954,Test,2143080.57
1955,Train,2470581.29
1956,Validation,2594363.09
1957,Validation,3369068.99
1958,Validation,1914148.89
1959,Validation,1859144.96
1960,Validation,1696248.27
1961,Test,1789113.32
1962,Validation,1595362.27
1963,Test,1877410.36
1964,Test,2077256.24
1965,Validation,2020550.99
1966,Test,1875040.16
1967,Validation,1926004.99
1968,Validation,2020839.31
1969,Validation,1941040.5
1970,Validation,1893447.71
1971,Validation,1905033.01
1972,Train,2376022.26
1973,Validation,1912909.69
1974,Validation,1875686.44
1975,Validation,1784029.95
1976,Validation,1949354.29
1977,Validation,1987531.05
1978,Test,1932233.17
1979,Validation,2030869.61
1980,Train,2049485.49
1981,Validation,2099615.88
1982,Validation,1905733.68
1983,Validation,1660228.88
1984,Train,1591835.02
1985,Validation,1862128.95
1986,Train,1544422.35
1987,Validation,1553250.16
1988,Validation,1479514.66
1989,Train,1656886.46
1990,Train,1648570.03
1991,Train,1660433.3
1992,Test,1621841.33
1993,Validation,1613342.19
1994,Validation,1904512.34
1995,Validation,1554794.22
1996,Validation,1565352.46
1997,Train,1522512.2
1998,Validation,1687592.16
1999,Train,1639585.61
2000,Validation,1590274.72
2001,Validation,1704357.62
2002,Validation,652122.44
2003,Train,682447.1
2004,Test,660838.75
2005,Validation,564883.2
2006,Validation,605325.43
2007,Validation,604173.59
2008,Validation,593710.67
2009,Validation,592111.49
2010,Train,718470.71
2011,Validation,634605.77
2012,Validation,641208.65
2013,Validation,643097.6
2014,Validation,570791.11
2015,Validation,661348.88
2016,Validation,594385.2
2017,Validation,616598.1
2018,Validation,744772.88
2019,Validation,693192.5
2020,Validation,619337.29
2021,Train,652329.53
2022,Test,672194.03
2023,Train,709337.11
2024,Validation,691497.62
2025,Validation,633203.69
2026,Validation,598553.43
2027,Train,619224.06
2028,Validation,639651.24
2029,Test,622437.08
2030,Validation,637090.44
2031,Test,649791.15
2032,Validation,638647.21
2033,Validation,641965.2
2034,Test,583210.87
2035,Validation,548542.47
2036,Validation,566945.95
2037,Validation,591603.79
2038,Validation,577011.26
2039,Validation,600395.73
2040,Validation,598301.5
2041,Validation,612987.64
2042,Test,619639.74
2043,Validation,608200.81
2044,Validation,1120018.92
2045,Validation,754134.95
2046,Validation,847294.04
2047,Validation,983825.15
2048,Validation,1368318.17
2049,Validation,543754.17
2050,Validation,509640.77
2051,Train,479424.2
2052,Train,487311.03
2053,Test,481119.6
2054,Validation,556550.85
2055,Validation,582864.35
2056,Validation,649993.5
2057,Validation,547564.09
2058,Validation,573374.49
2059,Validation,537035.28
2060,Train,551553.99
2061,Validation,527389.28
2062,Validation,542556.05
2063,Test,587370.81
2064,Train,607691.36
2065,Train,655318.26
2066,Train,560764.41
2067,Validation,630522.67
2068,Train,630482.91
2069,Validation,593941.9
2070,Train,636193.24
2071,Train,695396.19
2072,Train,642679.81
2073,Validation,639928.85
2074,Validation,656594.95
2075,Validation,674669.16
2076,Validation,635118.48
2077,Test,624114.56
2078,Validation,607475.44
2079,Validation,577511.02
2080,Validation,607961.21
2081,Validation,590836.37
2082,Validation,599488.98
2083,Train,605413.17
2084,Train,649159.68
2085,Validation,607593.51
2086,Validation,545052.34
2087,Test,545570.86
2088,Validation,521297.31
2089,Validation,579068.88
2090,Train,537300.94
2091,Validation,603318.89
2092,Validation,589842.69
2093,Train,615121.78
2094,Test,618949.82
2095,Test,597856.51
2096,Train,1066478.1
2097,Validation,699028.66
2098,Validation,764565.55
2099,Validation,870415.49
2100,Validation,1182691.87
2101,Validation,603460.79
2102,Validation,516087.65
2103,Test,454183.42
2104,Train,492721.85
2105,Validation,466045.63
2106,Validation,523831.64
2107,Test,628218.22
2108,Train,598502.83
2109,Validation,561137.06
2110,Validation,541292.64
2111,Validation,545120.67
2112,Test,570611.23
2113,Train,565481.88
2114,Validation,557547.25
2115,Test,659950.36
2116,Validation,558585.13
2117,Validation,534780.57
2118,Validation,527402.62
2119,Validation,577868.38
2120,Train,579539.95
2121,Train,600050.98
2122,Validation,693780.42
2123,Validation,663971.26
2124,Test,611390.67
2125,Validation,636737.65
2126,Validation,687085.6
2127,Test,624099.48
2128,Validation,678024.75
2129,Train,591335.5
2130,Train,592369.22
2131,Test,571190.83
2132,Train,590739.62
2133,Validation,590453.63
2134,Validation,579738.2
2135,Validation,606210.77
2136,Train,610185.32
2137,Validation,587259.82
2138,Test,527509.76
2139,Validation,533161.64
2140,Train,553901.97
2141,Validation,573498.64
2142,Test,551799.63
2143,Validation,555652.77
2144,Test,558473.6
2145,Validation,477409.3
2146,Validation,472044.28
2147,Validation,469868.7
2148,Validation,443242.17
2149,Test,444181.85
2150,Validation,445393.74
2151,Validation,504307.35
2152,Validation,483177.2
2153,Test,490503.69
2154,Test,424083.99
2155,Validation,436312.41
2156,Validation,370230.94
2157,Test,383550.93
2158,Validation,403217.22
2159,Validation,401770.9
2160,Validation,435300.51
2161,Validation,479430.0
2162,Validation,516295.81
2163,Validation,535587.31
2164,Test,540149.85
2165,Validation,546554.96
2166,Test,610641.42
2167,Validation,614253.33
2168,Validation,586583.69
2169,Validation,588344.18
2170,Test,562633.67
2171,Validation,586936.45
2172,Validation,543757.97
2173,Test,521516.96
2174,Train,581010.52
2175,Validation,542087.89
2176,Validation,537518.57
2177,Validation,522049.52
2178,Train,511330.32
2179,Train,463977.54
2180,Validation,442894.2
2181,Test,452169.28
2182,Test,541216.92
2183,Train,495022.51
2184,Train,446905.02
2185,Test,453632.76
2186,Validation,458634.68
2187,Test,651837.77
2188,Validation,512260.59
2189,Validation,570103.64
2190,Validation,648652.01
2191,Train,1004730.69
2192,Validation,575317.38
2193,Validation,573545.96
2194,Train,470365.59
2195,Train,462888.13
2196,Validation,448391.99
2197,Test,479263.15
2198,Validation,466806.89
2199,Test,491179.79
2200,Train,475201.64
2201,Validation,484829.07
2202,Validation,457504.35
2203,Validation,497373.49
2204,Validation,465279.68
2205,Validation,459756.11
2206,Train,439276.5
2207,Train,427855.24
2208,Validation,368600.0
2209,Validation,378100.31
2210,Test,423805.22
2211,Validation,410406.95
2212,Validation,435397.19
2213,Validation,444718.68
2214,Validation,531080.31
2215,Test,600952.06
2216,Validation,581546.23
2217,Validation,569105.03
2218,Train,608737.56
2219,Validation,634634.66
2220,Validation,586841.77
2221,Train,581758.22
2222,Validation,582381.95
2223,Test,592981.33
2224,Validation,563884.47
2225,Train,554630.42
2226,Train,557312.01
2227,Validation,580805.33
2228,Test,574622.56
2229,Train,539081.09
2230,Train,504856.97
2231,Validation,450075.31
2232,Validation,482926.93
2233,Test,498241.06
2234,Train,560104.16
2235,Validation,505918.21
2236,Validation,511059.95
2237,Train,513181.31
2238,Validation,480353.64
2239,Validation,712422.4
2240,Validation,530492.84
2241,Train,574798.86
2242,Train,679481.9
2243,Validation,950691.96
2244,Validation,665861.06
2245,Test,564538.07
2246,Validation,508520.09
2247,Train,474389.75
2248,Validation,453979.19
2249,Validation,475905.1
2250,Train,473766.97
2251,Train,494069.49
2252,Train,495720.3
2253,Validation,464189.09
2254,Test,495951.66
2255,Validation,520850.71
2256,Validation,493503.89
2257,Train,485095.41
2258,Validation,502662.07
2259,Test,450756.71
2260,Validation,436221.26
2261,Validation,398445.15
2262,Train,426959.62
2263,Validation,479855.0
2264,Validation,493506.47
2265,Validation,518045.09
2266,Validation,532311.93
2267,Validation,603618.89
2268,Validation,570045.79
2269,Validation,581745.72
2270,Train,570162.28
2271,Validation,641763.53
2272,Train,569005.06
2273,Test,565297.54
2274,Validation,539337.87
2275,Test,584000.71
2276,Test,554036.84
2277,Validation,521896.6
2278,Validation,551152.15
2279,Validation,551837.31
2280,Validation,537138.58
2281,Train,526525.16
2282,Train,509942.56
2283,Validation,469607.73
2284,Test,471281.68
2285,Train,491817.19
2286,Validation,577198.97
2287,Test,475770.14
2288,Train,789036.02
2289,Validation,841951.91
2290,Validation,800714.0
2291,Test,749549.55
2292,Validation,783300.05
2293,Train,763961.82
2294,Validation,752034.52
2295,Validation,793097.64
2296,Validation,848521.17
2297,Train,770228.02
2298,Test,757738.76
2299,Validation,977790.83
2300,Validation,807798.73
2301,Validation,843848.65
2302,Test,813756.09
2303,Test,826626.5
2304,Test,872817.62
2305,Validation,876902.87
2306,Test,845252.21
2307,Train,877996.27
2308,Train,893995.44
2309,Validation,958875.37
2310,Validation,836915.92
2311,Validation,876591.41
2312,Validation,893504.87
2313,Test,833517.19
2314,Validation,795301.17
2315,Validation,759995.18
2316,Validation,783929.7
2317,Test,802583.89
2318,Validation,834373.73
2319,Validation,1200888.28
2320,Validation,871264.25
2321,Validation,852876.29
2322,Validation,829207.27
2323,Test,827738.06
2324,Validation,838297.32
2325,Validation,815093.76
2326,Train,861941.25
2327,Validation,818434.49
2328,Test,855459.96
2329,Validation,782252.57
2330,Train,1005448.76
2331,Train,926573.81
2332,Validation,962475.55
2333,Test,1049372.38
2334,Validation,1309226.79
2335,Validation,635862.55
2336,Validation,1083071.14
2337,Test,758510.36
2338,Validation,755804.37
2339,Train,736335.69
2340,Train,816603.05
2341,Train,813211.46
2342,Validation,860962.91
2343,Validation,767256.53
2344,Test,816138.33
2345,Validation,779602.36
2346,Train,778436.81
2347,Test,781267.76
2348,Validation,795859.23
2349,Train,811855.72
2350,Test,825283.43
2351,Validation,1060770.11
2352,Train,806979.15
2353,Train,882132.28
2354,Validation,870625.49
2355,Validation,844443.35
2356,Validation,892056.64
2357,Test,895020.48
2358,Validation,881190.46
2359,Validation,894686.67
2360,Validation,920719.98
2361,Validation,940554.34
2362,Validation,915064.22
2363,Validation,902727.76
2364,Test,899044.34
2365,Train,861894.77
2366,Train,866184.92
2367,Train,800819.79
2368,Train,797523.04
2369,Validation,837390.79
2370,Test,847380.07
2371,Validation,1161900.18
2372,Train,1051116.95
2373,Validation,895535.31
2374,Validation,868191.05
2375,Test,918006.9
2376,Train,884042.63
2377,Validation,877380.22
2378,Validation,936508.43
2379,Validation,927657.63
2380,Validation,914759.2
2381,Validation,877724.31
2382,Validation,1225700.28
2383,Validation,945267.68
2384,Validation,976522.93
2385,Train,1067754.06
2386,Train,1289156.9
