Name,YearJoined,YearResigned,ResignDate,ResignQuarter
1844,2020,2022,2022-01-01,2022Q1
1845,2014,,,
1847,2021,,,
1849,2015,,,
1850,2017,,,
1852,2011,,,
1853,2022,,,
1854,2016,,,
1856,2020,,,
1857,2013,,,
1858,2019,,,
1859,2015,,,
1860,2022,,,
1862,2020,2019,2019-01-01,2019Q1
1863,2003,,,
1864,2013,,,
1865,2021,,,
1866,2006,,,
1867,2000,,,
1868,2021,2019,2019-01-01,2019Q1
1869,2014,2021,2021-01-01,2021Q1
1870,2015,,,
1871,2020,,,
1873,2017,,,
1875,2021,,,
1876,2021,2022,2022-01-01,2022Q1
1878,2021,2019,2019-01-01,2019Q1
1880,2012,,,
1881,2012,,,
1882,2017,,,
1883,2019,,,
1885,2017,,,
1886,2019,,,
1888,2013,,,
1890,2012,,,
1892,2003,,,
1893,2021,,,
1898,2014,,,
1900,2000,,,
1903,2020,,,
1905,2017,2020,2020-01-01,2020Q1
1907,2018,2022,2022-01-01,2022Q1
1908,2018,,,
1909,2017,,,
1911,2009,,,
1912,2017,,,
1915,2018,,,
1916,2020,,,
1918,2015,,,
1922,2018,,,
1924,2012,,,
1927,2015,,,
1928,2021,2022,2022-01-01,2022Q1
1929,2019,,,
1931,2017,,,
1932,2007,,,
1933,2020,2022,2022-01-01,2022Q1
1934,2014,,,
1935,2022,,,
1936,2012,,,
1937,2002,,,
1938,2021,,,
1939,2018,2019,2019-01-01,2019Q1
1940,2017,,,
1941,2017,,,
1943,2022,,,
1944,2021,2019,2019-01-01,2019Q1
1945,2017,,,
1947,2017,,,
1948,2018,,,
1949,2017,,,
1950,2008,,,
1951,2014,,,
1952,2015,,,
1954,2017,,,
1955,2017,,,
1956,2012,,,
1960,2018,2022,2022-01-01,2022Q1
1961,2021,,,
1962,2012,,,
1965,2015,,,
1966,2021,,,
1967,2012,2020,2020-01-01,2020Q1
1968,2020,2019,2019-01-01,2019Q1
1969,2018,,,
1970,2013,,,
1971,2012,,,
1972,2016,,,
1973,2012,,,
1974,2021,,,
1975,2002,,,
1976,2002,,,
1979,2011,,,
1980,2017,,,
1981,2018,,,
1982,2017,,,
1985,2012,,,
1986,2011,,,
1987,2020,,,
1989,2010,,,
1992,2020,,,
1993,2005,,,
1994,2021,,,
1995,2007,,,
1996,2020,,,
1997,2014,,,
1998,2018,,,
1999,2017,,,
2000,2009,,,
2003,2020,,,
2007,2019,,,
2008,2012,,,
2009,2013,,,
2010,2016,,,
2012,2021,,,
2013,2020,,,
2014,2015,,,
2015,2004,,,
2016,2008,,,
2017,2006,,,
2018,2017,,,
2019,2013,,,
2020,2018,,,
2021,2020,,,
2022,2016,,,
2023,2021,2020,2020-01-01,2020Q1
2024,2013,,,
2025,2018,,,
2026,2009,,,
2027,2020,2019,2019-01-01,2019Q1
2031,2000,,,
2032,2012,2022,2022-01-01,2022Q1
2034,2002,,,
2035,2014,,,
2036,2007,,,
2037,2017,,,
2038,2018,,,
2040,2013,,,
2041,2012,,,
2044,2016,2021,2021-01-01,2021Q1
2045,2016,,,
2046,2017,,,
2048,2020,,,
2049,2012,,,
2051,2017,,,
2052,2018,,,
2053,2018,,,
2054,2017,,,
2055,2019,2019,2019-01-01,2019Q1
2056,2002,,,
2057,2013,,,
2060,2018,,,
2061,2017,,,
2062,2015,,,
2064,2016,,,
2065,2013,,,
2068,2018,,,
